"","CustomerID","recency","frequenci","monitery","Recency_group","Frequency_group","mon_value_group","log_recency","log_frequency","log_monitery"
"542","13059",272,1,183.4,"oldest","very rare","medium",5.605802066296,0,5.21166955982236
"543","13060",276,1,307.53,"oldest","very rare","large",5.62040086571715,0,5.72857264346342
"544","13061",95,1,248.61,"old","very rare","medium",4.55387689160054,0,5.51588540352906
"545","13062",214,1,346.98,"oldest","very rare","large",5.36597601502185,0,5.84926714139818
"546","13064",35,4,279.8725,"very recent","frequent","medium",3.55534806148941,1.38629436111989,5.63433414231984
"547","13065",396,1,205.86,"oldest","very rare","medium",5.98141421125448,0,5.32719632609841
"548","13066",47,2,235.4,"recent","rare","medium",3.85014760171006,0.693147180559945,5.46128619482618
"549","13067",105,1,115.46,"old","very rare","small",4.65396035015752,0,4.74892414963279
"550","13068",33,2,172,"very recent","rare","small",3.49650756146648,0.693147180559945,5.14749447681345
"551","13069",23,24,184.838333333333,"very recent","very frequent","medium",3.13549421592915,3.17805383034795,5.21948156915408
"552","13070",215,1,228.8,"oldest","very rare","medium",5.37063802812766,0,5.43284825950564
"553","13072",289,1,177.15,"oldest","very rare","small",5.66642668811243,0,5.17699683131148
"554","13075",152,1,919.61,"old","very rare","very large",5.02388052084628,0,6.82394966712307
"555","13077",24,4,182.3175,"very recent","frequent","medium",3.17805383034795,1.38629436111989,5.20574967268896
"556","13078",26,26,485.69,"very recent","very frequent","very large",3.25809653802148,3.25809653802148,6.1855705602989
"557","13079",27,5,44.02,"very recent","frequent","small",3.29583686600433,1.6094379124341,3.78464407609832
"558","13080",202,1,58.08,"oldest","very rare","small",5.30826769740121,0,4.06182137051654
"559","13081",34,11,2576.12545454545,"very recent","very frequent","very large",3.52636052461616,2.39789527279837,7.85404178733708
"560","13082",149,9,401.514444444444,"old","frequent","large",5.00394630594546,2.19722457733622,5.99524350894005
"561","13083",27,2,151.875,"very recent","rare","small",3.29583686600433,0.693147180559945,5.02305781409481
"562","13085",180,2,208.04,"oldest","rare","medium",5.19295685089021,0.693147180559945,5.33773036890487
"563","13089",25,97,606.451855670103,"very recent","very frequent","very large",3.2188758248682,4.57471097850338,6.4076253446399
"564","13090",31,14,636.487142857143,"very recent","very frequent","very large",3.43398720448515,2.63905732961526,6.45596421804033
"565","13091",51,1,345.82,"recent","very rare","large",3.93182563272433,0,5.84591840847664
"566","13092",93,5,95.566,"old","frequent","small",4.53259949315326,1.6094379124341,4.55981710826385
"567","13093",298,8,979.05875,"oldest","frequent","very large",5.6970934865054,2.07944154167984,6.88659165094447
"568","13094",44,12,160.61,"recent","very frequent","small",3.78418963391826,2.484906649788,5.07897906607481
"569","13095",93,1,74.4,"old","very rare","small",4.53259949315326,0,4.30945594183905
"570","13097",55,10,601.042,"recent","frequent","very large",4.00733318523247,2.30258509299405,6.39866481562092
"571","13098",24,28,1031.51571428571,"very recent","very frequent","very large",3.17805383034795,3.3322045101752,6.93878456679731
"572","13099",122,1,207.36,"old","very rare","medium",4.80402104473326,0,5.33445641316391
"573","13101",257,1,101.19,"oldest","very rare","small",5.54907608489522,0,4.61699993774167
"574","13102",24,24,267.670416666667,"very recent","very frequent","medium",3.17805383034795,3.17805383034795,5.58975643514315
"575","13103",62,1,243.94,"recent","very rare","medium",4.12713438504509,0,5.49692229341509
"576","13104",26,6,183.08,"very recent","frequent","medium",3.25809653802148,1.79175946922805,5.20992321578544
"577","13106",156,1,76.5,"old","very rare","small",5.04985600724954,0,4.33729074083249
"578","13107",67,4,382.905,"recent","frequent","large",4.20469261939097,1.38629436111989,5.94778691663774
"579","13108",395,1,350.06,"oldest","very rare","large",5.97888576490112,0,5.85810456836269
"580","13109",82,2,393.27,"old","rare","large",4.40671924726425,0.693147180559945,5.97449639887783
"581","13110",54,7,212.667142857143,"recent","frequent","medium",3.98898404656427,1.94591014905531,5.35972823381434
"582","13113",23,24,510.248333333333,"very recent","very frequent","very large",3.13549421592915,3.17805383034795,6.23489753531193
"583","13115",34,4,573.695,"very recent","frequent","very large",3.52636052461616,1.38629436111989,6.35209789621339
"584","13116",161,1,501.14,"old","very rare","very large",5.08140436498446,0,6.21688550316623
"585","13117",44,8,123.11375,"recent","frequent","small",3.78418963391826,2.07944154167984,4.81310872475933
"586","13118",42,5,239.562,"recent","frequent","medium",3.73766961828337,1.6094379124341,5.47881225600058
"587","13120",261,1,30.6,"oldest","very rare","small",5.56452040732269,0,3.42100000895834
"588","13121",292,1,283.73,"oldest","very rare","medium",5.67675380226828,0,5.64802308172996
"589","13122",117,2,461.195,"old","rare","very large",4.76217393479776,0.693147180559945,6.13382094705253
"590","13124",112,3,1288.77666666667,"old","rare","very large",4.71849887129509,1.09861228866811,7.161448727002
"591","13126",27,8,262.455,"very recent","frequent","medium",3.29583686600433,2.07944154167984,5.57007963876469
"592","13127",100,1,259.17,"old","very rare","medium",4.60517018598809,0,5.5574842170389
"593","13130",117,1,64,"old","very rare","small",4.76217393479776,0,4.15888308335967
"594","13131",46,3,357.766666666667,"recent","rare","large",3.8286413964891,1.09861228866811,5.87988100481937
"595","13132",284,1,77.3,"oldest","very rare","small",5.64897423816121,0,4.34769395559338
"596","13133",296,2,54.9,"oldest","rare","small",5.69035945432406,0.693147180559945,4.00551334851548
"597","13134",108,4,448.395,"old","frequent","very large",4.68213122712422,1.38629436111989,6.10567454037758
"598","13135",219,1,3096,"oldest","very rare","very large",5.3890717298165,0,8.03786623470962
"599","13136",79,5,521.522,"old","frequent","very large",4.36944785246702,1.6094379124341,6.25675145955294
"600","13137",33,8,456.30125,"very recent","frequent","very large",3.49650756146648,2.07944154167984,6.12315322735542
"601","13138",45,6,160.398333333333,"recent","frequent","small",3.80666248977032,1.79175946922805,5.07766030468849
"602","13139",39,7,723.562857142857,"very recent","frequent","very large",3.66356164612965,1.94591014905531,6.58418742155533
"603","13140",131,3,141.24,"old","rare","small",4.87519732320115,1.09861228866811,4.95046057106019
"604","13141",107,5,477.75,"old","frequent","very large",4.67282883446191,1.6094379124341,6.16908758312038
"605","13142",42,1,307.09,"recent","very rare","large",3.73766961828337,0,5.72714086423344
"606","13144",355,1,110.95,"oldest","very rare","small",5.87211778947542,0,4.7090796493786
"607","13145",62,4,154.63,"recent","frequent","small",4.12713438504509,1.38629436111989,5.04103516648734
"608","13146",49,1,228.91,"recent","very rare","medium",3.89182029811063,0,5.43332891320391
"609","13147",33,4,178.2,"very recent","frequent","small",3.49650756146648,1.38629436111989,5.18290651503671
"610","13148",52,12,308.926666666667,"recent","very frequent","large",3.95124371858143,2.484906649788,5.73310392402844
"611","13149",37,4,419.015,"very recent","frequent","large",3.61091791264422,1.38629436111989,6.03790671880402
"612","13151",318,1,1257.87,"oldest","very rare","very large",5.76205138278018,0,7.13717509328783
"613","13153",28,1,486.22,"very recent","very rare","very large",3.3322045101752,0,6.18666119637124
"614","13155",56,4,242.94,"recent","frequent","medium",4.02535169073515,1.38629436111989,5.49281449927213
"615","13157",72,4,435.305,"recent","frequent","very large",4.27666611901606,1.38629436111989,6.07604693482355
"616","13158",117,4,300.265,"old","frequent","large",4.76217393479776,1.38629436111989,5.70466541808024
"617","13159",31,4,359.4625,"very recent","frequent","large",3.43398720448515,1.38629436111989,5.88460986017646
"618","13160",45,1,91.8,"recent","very rare","small",3.80666248977032,0,4.51961229762644
"619","13161",336,1,112.75,"oldest","very rare","small",5.8171111599632,0,4.72517297838279
"620","13162",145,4,422.0725,"old","frequent","large",4.97673374242057,1.38629436111989,6.04517710022779
"621","13165",69,2,510.74,"recent","rare","very large",4.23410650459726,0.693147180559945,6.23586065445564
"622","13166",306,1,417.2,"oldest","very rare","large",5.72358510195238,0,6.03356572312662
"623","13167",41,4,197.8325,"recent","frequent","medium",3.71357206670431,1.38629436111989,5.28742071307283
"624","13168",59,4,329.7975,"recent","frequent","large",4.07753744390572,1.38629436111989,5.79847882974504
"625","13169",86,2,356.44,"old","rare","large",4.45434729625351,0.693147180559945,5.87616592274452
"626","13170",49,1,116.01,"recent","very rare","small",3.89182029811063,0,4.75367639428732
"627","13171",44,3,156.136666666667,"recent","rare","small",3.78418963391826,1.09861228866811,5.05073169210168
"628","13173",27,2,176.825,"very recent","rare","small",3.29583686600433,0.693147180559945,5.17516054292205
"629","13174",39,3,939.01,"very recent","rare","very large",3.66356164612965,1.09861228866811,6.84482612877882
"630","13176",69,1,492.84,"recent","very rare","very large",4.23410650459726,0,6.20018457775647
"631","13177",87,1,282.45,"old","very rare","medium",4.46590811865458,0,5.64350154377127
"632","13178",49,11,520.497272727273,"recent","very frequent","very large",3.89182029811063,2.39789527279837,6.25478464832424
"633","13182",68,1,121.18,"recent","very rare","small",4.21950770517611,0,4.79727704351684
"634","13183",30,9,439.753333333333,"very recent","frequent","very large",3.40119738166216,2.19722457733622,6.08621396365337
"635","13184",37,10,170.129,"very recent","frequent","small",3.61091791264422,2.30258509299405,5.13655697281866
"636","13185",290,1,71.4,"oldest","very rare","small",5.66988092298052,0,4.26829786934554
"637","13186",62,3,525.296666666667,"recent","rare","very large",4.12713438504509,1.09861228866811,6.26396318235948
"638","13187",360,1,236.02,"oldest","very rare","medium",5.88610403145016,0,5.4639165471976
"639","13188",34,1,114.6,"very recent","very rare","small",3.52636052461616,0,4.74144780428064
"640","13189",41,2,130.34,"recent","rare","small",3.71357206670431,0.693147180559945,4.87014642090423
"641","13192",118,2,455.97,"old","rare","very large",4.77068462446567,0.693147180559945,6.12242701787648
"642","13193",84,1,117.88,"old","very rare","small",4.43081679884331,0,4.76966715786949
"643","13194",158,1,60.7,"old","very rare","small",5.06259503302697,0,4.10594369806545
"644","13196",34,4,449.445,"very recent","frequent","very large",3.52636052461616,1.38629436111989,6.10801348824955
"645","13198",33,6,566.873333333333,"very recent","frequent","very large",3.49650756146648,1.79175946922805,6.34013588076953
"646","13199",26,38,258.345263157895,"very recent","very frequent","medium",3.25809653802148,3.63758615972639,5.55429691958502
"647","13200",42,4,217.5225,"recent","frequent","medium",3.73766961828337,1.38629436111989,5.3823022934542
"648","13203",32,4,217.365,"very recent","frequent","medium",3.46573590279973,1.38629436111989,5.381577968166
"649","13207",38,2,125.13,"very recent","rare","small",3.63758615972639,0.693147180559945,4.82935319687696
"650","13208",81,6,203.983333333333,"old","frequent","medium",4.39444915467244,1.79175946922805,5.31803829116024
"651","13209",53,8,736.45125,"recent","frequent","very large",3.97029191355212,2.07944154167984,6.60184304226591
"652","13210",116,1,353.48,"old","very rare","large",4.75359019110636,0,5.8678269066498
"653","13211",33,3,399.14,"very recent","rare","large",3.49650756146648,1.09861228866811,5.98931223253984
"654","13212",42,3,262.693333333333,"recent","rare","medium",3.73766961828337,1.09861228866811,5.57098731887931
"655","13213",79,5,304.116,"old","frequent","large",4.36944785246702,1.6094379124341,5.71740920757086
"656","13216",290,1,333.74,"oldest","very rare","large",5.66988092298052,0,5.81036224671876
"657","13217",145,3,177.993333333333,"old","rare","small",4.97673374242057,1.09861228866811,5.18174609640718
"658","13218",150,1,62.64,"old","very rare","small",5.01063529409626,0,4.13740405168255
"659","13220",101,4,204.8225,"old","frequent","medium",4.61512051684126,1.38629436111989,5.32214375041207
"660","13221",263,2,423.705,"oldest","rare","large",5.57215403217776,0.693147180559945,6.04903745836534
"661","13223",223,2,81.6,"oldest","rare","small",5.40717177146012,0.693147180559945,4.40182926197006
"662","13224",83,2,1077.975,"old","rare","very large",4.4188406077966,0.693147180559945,6.9828395601054
"663","13225",26,7,923.405714285714,"very recent","frequent","very large",3.25809653802148,1.94591014905531,6.82806869836402
"664","13226",296,1,108.21,"oldest","very rare","small",5.69035945432406,0,4.68407378358356
"665","13227",224,1,257.7,"oldest","very rare","medium",5.41164605185504,0,5.55179611765832
"666","13228",104,1,358,"old","very rare","large",4.64439089914137,0,5.8805329864007
"667","13229",248,1,160.95,"oldest","very rare","small",5.51342874616498,0,5.08109375774482
"668","13230",27,14,200.497857142857,"very recent","very frequent","medium",3.29583686600433,2.63905732961526,5.30080355912271
"669","13232",35,7,193.942857142857,"very recent","frequent","medium",3.55534806148941,1.94591014905531,5.2675635648647
"670","13233",97,2,302.56,"old","rare","large",4.57471097850338,0.693147180559945,5.71227960491015
"671","13235",235,1,1031.07,"oldest","very rare","very large",5.45958551414416,0,6.93835237695951
"672","13236",47,2,372.425,"recent","rare","large",3.85014760171006,0.693147180559945,5.92003567526566
"673","13238",40,4,175.1825,"very recent","frequent","small",3.68887945411394,1.38629436111989,5.16582828766862
"674","13239",284,1,329.56,"oldest","very rare","large",5.64897423816121,0,5.79775843144739
"675","13240",119,4,165.9125,"old","frequent","small",4.77912349311153,1.38629436111989,5.11146054095232
"676","13242",135,3,90.1333333333333,"old","rare","small",4.90527477843843,1.09861228866811,4.5012900555007
"677","13243",226,1,600.07,"oldest","very rare","very large",5.42053499927229,0,6.39704631507779
"678","13244",115,1,121.74,"old","very rare","small",4.74493212836325,0,4.80188762306578
"679","13245",73,1,430.5,"recent","very rare","very large",4.29045944114839,0,6.06494732386779
"680","13246",41,6,331.216666666667,"recent","frequent","large",3.71357206670431,1.79175946922805,5.80277274330618
"681","13247",40,4,125.28,"very recent","frequent","small",3.68887945411394,1.38629436111989,4.83055123224249
"682","13248",147,2,232.84,"old","rare","medium",4.99043258677874,0.693147180559945,5.45035152240354
"683","13249",115,3,237.136666666667,"old","rare","medium",4.74493212836325,1.09861228866811,5.46863662753688
"684","13253",179,2,515.2,"oldest","rare","very large",5.18738580584075,0.693147180559945,6.24455517479014
"685","13255",32,2,199.755,"very recent","rare","medium",3.46573590279973,0.693147180559945,5.29709161562222
"686","13258",34,3,232.86,"very recent","rare","medium",3.52636052461616,1.09861228866811,5.45043741460887
"687","13259",84,1,292.32,"old","very rare","medium",4.43081679884331,0,5.6778490926297
"688","13260",84,1,557.62,"old","very rare","very large",4.43081679884331,0,6.32367772680881
"689","13261",291,2,472.05,"oldest","rare","very large",5.67332326717149,0.693147180559945,6.15708491217853
"690","13262",286,1,200.29,"oldest","very rare","medium",5.65599181081985,0,5.29976631631314
"691","13263",24,35,212.973428571429,"very recent","very frequent","medium",3.17805383034795,3.55534806148941,5.36116740943674
"692","13265",76,5,421.532,"old","frequent","large",4.33073334028633,1.6094379124341,6.04389569389589
"693","13266",34,12,319.521666666667,"very recent","very frequent","large",3.52636052461616,2.484906649788,5.76682508581147
"694","13267",25,19,237.973157894737,"very recent","very frequent","medium",3.2188758248682,2.94443897916644,5.47215788535622
"695","13268",40,11,292.244545454545,"very recent","very frequent","medium",3.68887945411394,2.39789527279837,5.67759093620724
"696","13269",24,15,356.415333333333,"very recent","very frequent","large",3.17805383034795,2.70805020110221,5.876096717492
"697","13270",389,1,590,"oldest","very rare","very large",5.96357934361845,0,6.38012253689976
"698","13271",60,1,217.38,"recent","very rare","medium",4.0943445622221,0,5.38164697413504
"699","13272",54,2,138.28,"recent","rare","small",3.98898404656427,0.693147180559945,4.92928061505342
"700","13273",136,1,138.98,"old","very rare","small",4.91265488573605,0,4.93433003788618
"701","13276",86,2,295.465,"old","rare","large",4.45434729625351,0.693147180559945,5.68855038651478
"702","13277",38,4,64.6,"very recent","frequent","small",3.63758615972639,1.38629436111989,4.16821441078856
"703","13278",63,1,542.73,"recent","very rare","very large",4.14313472639153,0,6.29661195870128
"704","13279",101,1,137.75,"old","very rare","small",4.61512051684126,0,4.92544044803302
"705","13280",145,3,271.62,"old","rare","medium",4.97673374242057,1.09861228866811,5.60440403067592
"706","13282",41,3,377.38,"recent","rare","large",3.71357206670431,1.09861228866811,5.93325263735957
"707","13283",82,2,46.83,"old","rare","small",4.40671924726425,0.693147180559945,3.84652402319545
"708","13284",353,1,201.19,"oldest","very rare","medium",5.8664680569333,0,5.30424973520114
"709","13285",46,4,677.28,"recent","frequent","very large",3.8286413964891,1.38629436111989,6.51808477677261
"710","13291",178,1,361.11,"oldest","very rare","large",5.18178355029209,0,5.88918262105975
"711","13292",61,2,289.47,"recent","rare","medium",4.11087386417331,0.693147180559945,5.6680516647004
"712","13294",212,2,436.87,"oldest","rare","very large",5.35658627467201,0.693147180559945,6.07963566800126
"713","13295",382,1,201.2,"oldest","very rare","medium",5.94542060860658,0,5.30429943822558
"714","13296",160,1,87.4,"old","very rare","small",5.07517381523383,0,4.47049528266149
"715","13297",30,4,522.4625,"very recent","frequent","very large",3.40119738166216,1.38629436111989,6.25855321092842
"716","13298",24,1,360,"very recent","very rare","large",3.17805383034795,0,5.88610403145016
"717","13299",291,1,142.5,"oldest","very rare","small",5.67332326717149,0,4.95934199970871
"718","13300",192,1,371.89,"oldest","very rare","large",5.25749537202778,0,5.91859811162087
"719","13301",126,4,154.5225,"old","frequent","small",4.83628190695148,1.38629436111989,5.04033971680259
"720","13302",178,1,63.75,"oldest","very rare","small",5.18178355029209,0,4.15496918403854
"721","13304",374,1,300.42,"oldest","very rare","large",5.92425579741453,0,5.70518149556991
"722","13305",27,10,200.086,"very recent","frequent","medium",3.29583686600433,2.30258509299405,5.29874727412453
"723","13307",143,1,15,"old","very rare","small",4.96284463025991,0,2.70805020110221
"724","13308",45,3,461.836666666667,"recent","rare","very large",3.80666248977032,1.09861228866811,6.13521129321985
"725","13309",30,5,291.358,"very recent","frequent","medium",3.40119738166216,1.6094379124341,5.6745527515955
"726","13310",51,3,377.343333333333,"recent","rare","large",3.93182563272433,1.09861228866811,5.93315547151064
"727","13311",27,2,299.285,"very recent","rare","large",3.29583686600433,0.693147180559945,5.70139629666323
"728","13313",45,5,311.064,"recent","frequent","large",3.80666248977032,1.6094379124341,5.73999867878918
"729","13314",24,3,258.646666666667,"very recent","rare","medium",3.17805383034795,1.09861228866811,5.55546290893817
"730","13316",60,4,1494.4325,"recent","frequent","very large",4.0943445622221,1.38629436111989,7.30950181509677
"731","13317",89,6,378.946666666667,"old","frequent","large",4.48863636973214,1.79175946922805,5.93739547398414
"732","13318",24,3,213.586666666667,"very recent","rare","medium",3.17805383034795,1.09861228866811,5.36404268316517
"733","13319",28,26,417.136538461539,"very recent","very frequent","large",3.3322045101752,3.25809653802148,6.03341359856858
"734","13320",101,4,387.175,"old","frequent","large",4.61512051684126,1.38629436111989,5.95887678720224
"735","13321",95,2,283.68,"old","rare","medium",4.55387689160054,0.693147180559945,5.6478468423259
"736","13322",40,1,199.48,"very recent","very rare","medium",3.68887945411394,0,5.29571398067792
"737","13323",26,5,157.57,"very recent","frequent","small",3.25809653802148,1.6094379124341,5.05986980397395
"738","13324",59,10,712.195,"recent","frequent","very large",4.07753744390572,2.30258509299405,6.56835175031917
"739","13325",104,1,675.3,"old","very rare","very large",4.64439089914137,0,6.5151570365808
"740","13327",61,8,453.47125,"recent","frequent","very large",4.11087386417331,2.07944154167984,6.11693187173523
"741","13328",339,1,1308.48,"oldest","very rare","very large",5.82600010738045,0,7.17662143717628
"742","13329",54,2,394.5,"recent","rare","large",3.98898404656427,0.693147180559945,5.97761914028593
"743","13330",115,3,380.31,"old","rare","large",4.74493212836325,1.09861228866811,5.94098670961874
"744","13332",37,1,350.9,"very recent","very rare","large",3.61091791264422,0,5.86050128258917
"745","13334",105,3,1178.94,"old","rare","very large",4.65396035015752,1.09861228866811,7.07237100865716
"746","13336",100,1,795.12,"old","very rare","very large",4.60517018598809,0,6.67849304665975
"747","13338",180,1,487.02,"oldest","very rare","very large",5.19295685089021,0,6.18830519000114
"748","13339",223,1,860.12,"oldest","very rare","very large",5.40717177146012,0,6.75707191439719
"749","13340",68,7,1533.78285714286,"recent","frequent","very large",4.21950770517611,1.94591014905531,7.33549241854569
"750","13341",283,1,775.85,"oldest","very rare","very large",5.64544689764324,0,6.65395920252949
"751","13343",200,1,353.43,"oldest","very rare","large",5.29831736654804,0,5.86768544592614
"752","13344",90,3,847.906666666667,"old","rare","very large",4.49980967033027,1.09861228866811,6.74277056684146
"753","13345",310,1,389.5,"oldest","very rare","large",5.73657229747919,0,5.9648638653108
"754","13347",93,1,341.36,"old","very rare","large",4.53259949315326,0,5.83293763887974
"755","13348",87,1,233.76,"old","very rare","medium",4.46590811865458,0,5.45429494800239
"756","13349",33,1,247.32,"very recent","very rare","medium",3.49650756146648,0,5.51068304469037
"757","13350",39,2,489.56,"very recent","rare","very large",3.66356164612965,0.693147180559945,6.19350702851414
"758","13351",89,1,373.94,"old","very rare","large",4.48863636973214,0,5.92409535673713
"759","13352",83,1,397.98,"old","very rare","large",4.4188406077966,0,5.98640175276552
"760","13354",94,1,743.53,"old","very rare","very large",4.54329478227,0,6.61140911478356
"761","13355",145,1,674.7,"old","very rare","very large",4.97673374242057,0,6.51426814763338
"762","13356",103,1,768.24,"old","very rare","very large",4.63472898822964,0,6.64410218432972
"763","13357",280,1,609.95,"oldest","very rare","very large",5.63478960316925,0,6.41337698659475
"764","13358",291,1,439.03,"oldest","very rare","very large",5.67332326717149,0,6.08456774787014
"765","13359",86,1,439.56,"old","very rare","very large",4.45434729625351,0,6.08577422657872
"766","13362",32,4,772.685,"very recent","frequent","very large",3.46573590279973,1.38629436111989,6.64987146230126
"767","13363",40,2,496.25,"very recent","rare","very large",3.68887945411394,0.693147180559945,6.2070798320014
"768","13364",94,1,134.96,"old","very rare","small",4.54329478227,0,4.90497843823771
"769","13365",56,2,1112.685,"recent","rare","very large",4.02535169073515,0.693147180559945,7.01453129235022
"770","13366",73,1,56.16,"recent","very rare","small",4.29045944114839,0,4.02820475971756
"771","13368",279,2,311.7,"oldest","rare","large",5.63121178182137,0.693147180559945,5.74204118677329
"772","13369",388,1,308.28,"oldest","very rare","large",5.96100533962327,0,5.73100846090979
"773","13370",394,1,754.87,"oldest","very rare","very large",5.97635090929793,0,6.62654554899295
"774","13372",112,1,378.64,"old","very rare","large",4.71849887129509,0,5.93658588559799
"775","13373",83,3,1104.08333333333,"old","rare","very large",4.4188406077966,1.09861228866811,7.00677070708012
"776","13375",111,1,778.65,"old","very rare","very large",4.70953020131233,0,6.65756165094135
"777","13376",122,3,339.92,"old","rare","large",4.80402104473326,1.09861228866811,5.82871029580656
"778","13379",49,3,190.853333333333,"recent","rare","medium",3.89182029811063,1.09861228866811,5.25150524476223
"779","13381",54,6,606.551666666667,"recent","frequent","very large",3.98898404656427,1.79175946922805,6.40778991299432
"780","13382",303,1,222.99,"oldest","very rare","medium",5.71373280550937,0,5.40712692740531
"781","13384",53,7,593.132857142857,"recent","frequent","very large",3.97029191355212,1.94591014905531,6.3854184163034
"782","13385",352,1,534.57,"oldest","very rare","very large",5.8636311755981,0,6.28146268540743
"783","13388",154,2,338.55,"old","rare","large",5.03695260241363,0.693147180559945,5.82467179193165
"784","13389",34,3,265.986666666667,"very recent","rare","medium",3.52636052461616,1.09861228866811,5.5834461822121
"785","13390",97,1,544.08,"old","very rare","very large",4.57471097850338,0,6.29909629486738
"786","13391",226,1,59.8,"oldest","very rare","small",5.42053499927229,0,4.09100566095659
"787","13394",24,8,315.0025,"very recent","frequent","large",3.17805383034795,2.07944154167984,5.75258057530208
"788","13395",208,1,307.72,"oldest","very rare","large",5.33753807970132,0,5.72919027859073
"789","13396",52,2,680.495,"recent","rare","very large",3.95124371858143,0.693147180559945,6.52282047452595
"790","13397",95,5,308.826,"old","frequent","large",4.55387689160054,1.6094379124341,5.73277801149745
"791","13398",215,1,457.34,"oldest","very rare","very large",5.37063802812766,0,6.12542709677095
"792","13402",150,2,310.615,"old","rare","large",5.01063529409626,0.693147180559945,5.73855420317373
"793","13403",40,1,75,"very recent","very rare","small",3.68887945411394,0,4.31748811353631
"794","13404",24,2,126.245,"very recent","rare","small",3.17805383034795,0.693147180559945,4.83822446341082
"795","13405",97,3,190.817,"old","rare","medium",4.57471097850338,1.09861228866811,5.25131485357764
"796","13408",24,62,453.50064516129,"very recent","very frequent","very large",3.17805383034795,4.12713438504509,6.11699669218106
"797","13410",47,5,200.612,"recent","frequent","medium",3.85014760171006,1.6094379124341,5.30137269427704
"798","13411",130,1,213.55,"old","very rare","medium",4.86753445045558,0,5.36387099728748
"799","13414",156,3,463.5,"old","rare","very large",5.04985600724954,1.09861228866811,6.13880638500591
"800","13416",66,2,356.25,"recent","rare","large",4.18965474202643,0.693147180559945,5.87563273158286
"801","13417",27,2,320.415,"very recent","rare","large",3.29583686600433,0.693147180559945,5.76961703057775
"802","13418",34,18,340.412777777778,"very recent","very frequent","large",3.52636052461616,2.89037175789616,5.83015893353224
"803","13419",86,1,221.06,"old","very rare","medium",4.45434729625351,0,5.39843415788281
"804","13420",172,2,79.925,"oldest","rare","small",5.14749447681345,0.693147180559945,4.38108869494591
"805","13421",63,2,925.54,"recent","rare","very large",4.14313472639153,0.693147180559945,6.83037735096075
"806","13422",87,1,2626.3,"old","very rare","very large",4.46590811865458,0,7.87333129053105
"807","13425",131,3,541.403333333333,"old","rare","very large",4.87519732320115,1.09861228866811,6.29416453403848
"808","13426",23,10,364.132,"very recent","frequent","large",3.13549421592915,2.30258509299405,5.89751643926234
"809","13427",42,3,194.2,"recent","rare","medium",3.73766961828337,1.09861228866811,5.26888855585722
"810","13428",33,1,218.47,"very recent","very rare","medium",3.49650756146648,0,5.386648705338
"811","13429",33,4,251.7,"very recent","frequent","medium",3.49650756146648,1.38629436111989,5.52823790214127
"812","13430",41,2,339.725,"recent","rare","large",3.71357206670431,0.693147180559945,5.82813646680656
"813","13431",90,2,634.55,"old","rare","very large",4.49980967033027,0.693147180559945,6.45291608625617
"814","13434",97,2,267.12,"old","rare","medium",4.57471097850338,0.693147180559945,5.5876979956354
"815","13435",28,7,544.27,"very recent","frequent","very large",3.3322045101752,1.94591014905531,6.29944544725757
"816","13436",24,1,196.89,"very recent","very rare","medium",3.17805383034795,0,5.28264519715374
"817","13437",37,7,486.865714285714,"very recent","frequent","very large",3.61091791264422,1.94591014905531,6.18798834437272
"818","13439",278,1,283.71,"oldest","very rare","medium",5.62762111369064,0,5.64795258969553
"819","13441",114,1,296.64,"old","very rare","large",4.7361984483945,0,5.69251928237749
"820","13447",46,3,376.38,"recent","rare","large",3.8286413964891,1.09861228866811,5.93059927133671
"821","13448",39,6,589.895,"very recent","frequent","very large",3.66356164612965,1.79175946922805,6.37994455496022
"822","13449",46,1,291.88,"recent","very rare","medium",3.8286413964891,0,5.67634275889742
"823","13450",49,6,340.62,"recent","frequent","large",3.89182029811063,1.79175946922805,5.83076748641069
"824","13451",49,5,595.23,"recent","frequent","very large",3.89182029811063,1.6094379124341,6.38894788547449
"825","13452",282,2,295,"oldest","rare","large",5.64190707093811,0.693147180559945,5.68697535633982
"826","13453",188,2,178.49,"oldest","rare","small",5.23644196282995,0.693147180559945,5.18453257724142
"827","13455",47,2,529.17,"recent","rare","very large",3.85014760171006,0.693147180559945,6.2713097412915
"828","13456",40,6,294.453333333333,"very recent","frequent","large",3.68887945411394,1.79175946922805,5.68512052986762
"829","13458",30,14,689.040714285714,"very recent","very frequent","very large",3.40119738166216,2.63905732961526,6.53530036111935
"830","13460",52,2,91.72,"recent","rare","small",3.95124371858143,0.693147180559945,4.5187404579897
"831","13461",61,3,481.666666666667,"recent","rare","very large",4.11087386417331,1.09861228866811,6.17725231187842
"832","13462",275,1,151.5,"oldest","very rare","small",5.61677109766657,0,5.02058562494942
"833","13464",81,1,674.68,"old","very rare","very large",4.39444915467244,0,6.51423850438981
"834","13466",207,1,307.9,"oldest","very rare","large",5.33271879326537,0,5.72977505493045
"835","13467",33,2,541.855,"very recent","rare","very large",3.49650756146648,0.693147180559945,6.29499843797246
"836","13468",24,37,154.188378378378,"very recent","very frequent","small",3.17805383034795,3.61091791264422,5.03817509109299
"837","13470",122,2,82.5,"old","rare","small",4.80402104473326,0.693147180559945,4.41279829334063
"838","13471",24,4,632.895,"very recent","frequent","very large",3.17805383034795,1.38629436111989,6.45030453160785
"839","13473",83,2,211.32,"old","rare","medium",4.4188406077966,0.693147180559945,5.35337357229611
