"","CustomerID","recency","frequenci","monitery","Recency_group","Frequency_group","mon_value_group"
"984","13672",324,2,93.195,"oldest","rare","small"
"985","13673",41,2,198.46,"recent","rare","medium"
"986","13675",174,2,243.41,"oldest","rare","medium"
"987","13678",174,1,232.6,"oldest","very rare","medium"
"988","13680",24,4,930.605,"very recent","frequent","very large"
"989","13681",40,4,206.9575,"very recent","frequent","medium"
"990","13682",210,1,59.5,"oldest","very rare","small"
"991","13684",308,1,67.23,"oldest","very rare","small"
"992","13685",25,7,445.634285714286,"very recent","frequent","very large"
"993","13686",205,1,72,"oldest","very rare","small"
"994","13689",86,1,910,"old","very rare","very large"
"995","13690",82,1,172.25,"old","very rare","small"
"996","13692",47,3,496.106666666667,"recent","rare","very large"
"997","13694",26,50,1300.7924,"very recent","very frequent","very large"
"998","13695",54,15,166.942,"recent","very frequent","small"
"999","13697",61,1,151.3,"recent","very rare","small"
"1000","13699",178,1,308.58,"oldest","very rare","large"
"1001","13700",49,10,226.512,"recent","frequent","medium"
"1002","13703",341,1,99.5,"oldest","very rare","small"
"1003","13704",28,9,256.451111111111,"very recent","frequent","medium"
"1004","13705",30,3,237.286666666667,"very recent","rare","medium"
"1005","13706",325,1,330.79,"oldest","very rare","large"
"1006","13707",290,2,403.205,"oldest","rare","large"
"1007","13708",294,1,296.88,"oldest","very rare","large"
"1008","13709",26,13,486.773076923077,"very recent","very frequent","very large"
"1009","13710",54,1,180.48,"recent","very rare","medium"
"1010","13711",241,2,126.03,"oldest","rare","small"
"1011","13712",269,1,228.84,"oldest","very rare","medium"
"1012","13715",304,5,215.868,"oldest","frequent","medium"
"1013","13716",292,1,138.28,"oldest","very rare","small"
"1014","13717",55,6,240.835,"recent","frequent","medium"
"1015","13718",269,2,153.275,"oldest","rare","small"
"1016","13719",38,5,208.336,"very recent","frequent","medium"
"1017","13720",139,4,199.975,"old","frequent","medium"
"1018","13721",59,1,524.14,"recent","very rare","very large"
"1019","13722",154,3,791.803333333333,"old","rare","very large"
"1020","13723",240,1,199.85,"oldest","very rare","medium"
"1021","13725",72,8,247.57,"recent","frequent","medium"
"1022","13726",61,2,539.83,"recent","rare","very large"
"1023","13727",51,2,166.74,"recent","rare","small"
"1024","13728",59,6,169.356666666667,"recent","frequent","small"
"1025","13730",158,2,376.3,"old","rare","large"
"1026","13731",242,2,305.295,"oldest","rare","large"
"1027","13732",51,1,491.86,"recent","very rare","very large"
"1028","13735",47,4,721.31,"recent","frequent","very large"
"1029","13736",28,2,365.95,"very recent","rare","large"
"1030","13737",223,1,339.6,"oldest","very rare","large"
"1031","13739",41,1,216.9,"recent","very rare","medium"
"1032","13740",263,1,350.75,"oldest","very rare","large"
"1033","13741",94,3,222.81,"old","rare","medium"
"1034","13742",39,12,260.918333333333,"very recent","very frequent","medium"
"1035","13743",25,7,191.657142857143,"very recent","frequent","medium"
"1036","13744",118,2,578.18,"old","rare","very large"
"1037","13745",185,1,300.04,"oldest","very rare","large"
"1038","13747",396,1,79.6,"oldest","very rare","small"
"1039","13748",118,5,189.65,"old","frequent","medium"
"1040","13750",76,5,329.452,"old","frequent","large"
"1041","13751",311,1,296.25,"oldest","very rare","large"
"1042","13752",147,6,197.713333333333,"old","frequent","medium"
"1043","13753",310,1,741.26,"oldest","very rare","very large"
"1044","13754",174,2,141.3,"oldest","rare","small"
"1045","13755",26,9,240.15,"very recent","frequent","medium"
"1046","13756",25,14,370.68,"very recent","very frequent","large"
"1047","13758",34,7,455.792857142857,"very recent","frequent","very large"
"1048","13759",56,2,329.705,"recent","rare","large"
"1049","13760",77,2,143.395,"old","rare","small"
"1050","13761",73,2,535.325,"recent","rare","very large"
"1051","13762",241,1,306.72,"oldest","very rare","large"
"1052","13763",86,1,1714.96,"old","very rare","very large"
"1053","13764",93,3,507.253333333333,"old","rare","very large"
"1054","13767",25,37,465.415135135135,"very recent","very frequent","very large"
"1055","13769",25,10,279.651,"very recent","frequent","medium"
"1056","13771",87,4,658.6125,"old","frequent","very large"
"1057","13772",56,3,377.376666666667,"recent","rare","large"
"1058","13774",104,1,345,"old","very rare","large"
"1059","13777",23,33,787.186666666667,"very recent","very frequent","very large"
"1060","13778",126,1,178.7,"old","very rare","medium"
"1061","13780",30,2,180.005,"very recent","rare","medium"
"1062","13781",273,1,127.84,"oldest","very rare","small"
"1063","13782",35,6,152,"very recent","frequent","small"
"1064","13784",32,11,223.89,"very recent","very frequent","medium"
"1065","13786",390,1,230.4,"oldest","very rare","medium"
"1066","13787",98,2,154.52,"old","rare","small"
"1067","13790",27,1,348.8,"very recent","very rare","large"
"1068","13791",150,2,758,"old","rare","very large"
"1069","13792",89,2,97.775,"old","rare","small"
"1070","13798",24,57,651.821929824561,"very recent","very frequent","very large"
"1071","13799",139,2,344.43,"old","rare","large"
"1072","13800",332,1,558.32,"oldest","very rare","very large"
"1073","13801",89,1,324.8,"old","very rare","large"
"1074","13802",161,3,1533.14,"old","rare","very large"
"1075","13803",278,1,277.07,"oldest","very rare","medium"
"1076","13804",53,7,376.541428571429,"recent","frequent","large"
"1077","13805",75,2,462.3,"old","rare","very large"
"1078","13806",86,1,256.38,"old","very rare","medium"
"1079","13807",390,1,112.6,"oldest","very rare","small"
"1080","13808",28,5,349.532,"very recent","frequent","large"
"1081","13809",328,1,155.05,"oldest","very rare","small"
"1082","13810",51,3,499.67,"recent","rare","very large"
"1083","13811",206,3,271.5,"oldest","rare","medium"
"1084","13812",65,3,179.666666666667,"recent","rare","medium"
"1085","13813",62,4,341.715,"recent","frequent","large"
"1086","13814",115,2,789.56,"old","rare","very large"
"1087","13815",45,4,1006.84,"recent","frequent","very large"
"1088","13816",46,2,285.835,"recent","rare","medium"
"1089","13817",52,2,191.49,"recent","rare","medium"
"1090","13819",324,3,380.116666666667,"oldest","rare","large"
"1091","13821",167,2,192.82,"oldest","rare","medium"
"1092","13822",28,2,316,"very recent","rare","large"
"1093","13823",41,2,478.83,"recent","rare","very large"
"1094","13824",55,5,339.788,"recent","frequent","large"
"1095","13826",199,1,189.5,"oldest","very rare","medium"
"1096","13827",80,3,137.35,"old","rare","small"
"1097","13828",45,1,209.49,"recent","very rare","medium"
"1098","13831",39,6,367.165,"very recent","frequent","large"
"1099","13832",42,1,52.2,"recent","very rare","small"
"1100","13833",182,1,384.8,"oldest","very rare","large"
"1101","13835",48,4,208.6425,"recent","frequent","medium"
"1102","13837",234,2,135.62,"oldest","rare","small"
"1103","13838",28,4,172.9325,"very recent","frequent","small"
"1104","13841",275,1,85,"oldest","very rare","small"
"1105","13842",81,9,376.18,"old","frequent","large"
"1106","13844",34,1,361.62,"very recent","very rare","large"
"1107","13845",87,1,312.98,"old","very rare","large"
"1108","13846",47,3,288.353333333333,"recent","rare","medium"
"1109","13848",115,3,418.333333333333,"old","rare","large"
"1110","13849",74,2,768.975,"old","rare","very large"
"1111","13850",152,1,1595.48,"old","very rare","very large"
"1112","13851",118,3,883.82,"old","rare","very large"
"1113","13853",80,1,1090.14,"old","very rare","very large"
"1114","13854",31,25,324.3808,"very recent","very frequent","large"
"1115","13856",191,3,129.5,"oldest","rare","small"
"1116","13858",80,1,216.17,"old","very rare","medium"
"1117","13859",349,1,201.16,"oldest","very rare","medium"
"1118","13860",24,5,249.18,"very recent","frequent","medium"
"1119","13862",41,8,276.17,"recent","frequent","medium"
"1120","13863",270,1,305.78,"oldest","very rare","large"
"1121","13865",81,4,125.39,"old","frequent","small"
"1122","13866",97,1,145.67,"old","very rare","small"
"1123","13867",54,3,338.43,"recent","rare","large"
"1124","13868",30,2,1596.27,"very recent","rare","very large"
"1125","13869",146,4,776.2375,"old","frequent","very large"
"1126","13870",25,8,346.3675,"very recent","frequent","large"
"1127","13871",45,13,492.557692307692,"recent","very frequent","very large"
"1128","13873",142,3,129.866666666667,"old","rare","small"
"1129","13874",381,1,540.45,"oldest","very rare","very large"
"1130","13875",76,5,357.358,"old","frequent","large"
"1131","13876",86,1,122.7,"old","very rare","small"
"1132","13877",109,1,117.24,"old","very rare","small"
"1133","13878",77,1,1281.53,"old","very rare","very large"
"1134","13880",44,13,247.674615384615,"recent","very frequent","medium"
"1135","13881",26,20,857.976,"very recent","very frequent","very large"
"1136","13882",25,5,238.226,"very recent","frequent","medium"
"1137","13883",33,5,534.896,"very recent","frequent","very large"
"1138","13884",30,5,157.52,"very recent","frequent","small"
"1139","13885",212,2,253.4,"oldest","rare","medium"
"1140","13886",94,1,243.56,"old","very rare","medium"
"1141","13887",227,1,349.55,"oldest","very rare","large"
"1142","13888",142,2,302.815,"old","rare","large"
"1143","13889",115,1,416.9,"old","very rare","large"
"1144","13890",24,10,188.381,"very recent","frequent","medium"
"1145","13892",49,4,158.2425,"recent","frequent","small"
"1146","13893",320,1,821.1,"oldest","very rare","very large"
"1147","13894",46,3,188.206666666667,"recent","rare","medium"
"1148","13895",51,4,648.2675,"recent","frequent","very large"
"1149","13897",73,1,311.16,"recent","very rare","large"
"1150","13898",348,1,155.93,"oldest","very rare","small"
"1151","13899",39,2,194.26,"very recent","rare","medium"
"1152","13900",206,3,246.983333333333,"oldest","rare","medium"
"1153","13901",95,5,573.44,"old","frequent","very large"
"1154","13904",60,2,166.32,"recent","rare","small"
"1155","13908",102,4,592.3875,"old","frequent","very large"
"1156","13911",80,9,286.767777777778,"old","frequent","medium"
"1157","13914",34,2,313.225,"very recent","rare","large"
"1158","13917",72,2,136.02,"recent","rare","small"
"1159","13918",72,2,606.42,"recent","rare","very large"
"1160","13919",82,2,192.405,"old","rare","medium"
"1161","13922",374,1,172.25,"oldest","very rare","small"
"1162","13923",76,1,351.13,"old","very rare","large"
"1163","13924",24,6,306.475,"very recent","frequent","large"
"1164","13925",115,4,169.5625,"old","frequent","small"
"1165","13926",46,1,223.85,"recent","very rare","medium"
"1166","13927",97,1,348.99,"old","very rare","large"
"1167","13928",33,4,116.1425,"very recent","frequent","small"
"1168","13929",192,2,421.325,"oldest","rare","large"
"1169","13930",80,2,168.67,"old","rare","small"
"1170","13931",118,2,618.765,"old","rare","very large"
"1171","13932",317,1,307.4,"oldest","very rare","large"
"1172","13933",132,2,304.395,"old","rare","large"
"1173","13934",286,1,922.1,"oldest","very rare","very large"
"1174","13936",202,1,376.58,"oldest","very rare","large"
"1175","13937",192,1,158.85,"oldest","very rare","small"
"1176","13938",58,1,71.66,"recent","very rare","small"
"1177","13939",46,3,189.516666666667,"recent","rare","medium"
"1178","13940",40,4,209.785,"very recent","frequent","medium"
"1179","13941",44,5,1022.592,"recent","frequent","very large"
"1180","13946",102,3,187.19,"old","rare","medium"
"1181","13947",88,1,90.6,"old","very rare","small"
"1182","13948",383,1,102,"oldest","very rare","small"
"1183","13949",25,6,404.553333333333,"very recent","frequent","large"
"1184","13950",34,4,186.265,"very recent","frequent","medium"
"1185","13951",199,3,224.816666666667,"oldest","rare","medium"
"1186","13952",240,2,1625.5355,"oldest","rare","very large"
"1187","13953",30,7,502.24,"very recent","frequent","very large"
"1188","13954",24,2,219.96,"very recent","rare","medium"
"1189","13955",177,2,161.48,"oldest","rare","small"
"1190","13956",28,5,205.284,"very recent","frequent","medium"
"1191","13959",102,3,199.4,"old","rare","medium"
"1192","13960",44,2,115.11,"recent","rare","small"
"1193","13962",44,2,84.775,"recent","rare","small"
"1194","13963",331,4,166.135,"oldest","frequent","small"
"1195","13967",168,1,80.7,"oldest","very rare","small"
"1196","13969",30,18,502.996666666667,"very recent","very frequent","very large"
"1197","13971",41,8,344.7825,"recent","frequent","large"
"1198","13972",93,2,95.125,"old","rare","small"
"1199","13973",310,1,264.7,"oldest","very rare","medium"
"1200","13974",72,1,413.59,"recent","very rare","large"
"1201","13975",54,6,421.046666666667,"recent","frequent","large"
"1202","13976",229,1,357.98,"oldest","very rare","large"
"1203","13978",37,2,98.395,"very recent","rare","small"
"1204","13979",96,1,869.87,"old","very rare","very large"
"1205","13980",83,1,200.14,"old","very rare","medium"
"1206","13982",62,4,467.9525,"recent","frequent","very large"
"1207","13983",52,12,216.9525,"recent","very frequent","medium"
"1208","13984",49,5,184.102,"recent","frequent","medium"
"1209","13985",27,15,470.675333333333,"very recent","very frequent","very large"
"1210","13986",40,1,320.46,"very recent","very rare","large"
"1211","13988",42,6,691.326666666667,"recent","frequent","very large"
"1212","13989",88,2,633.04,"old","rare","very large"
"1213","13990",236,1,311.3,"oldest","very rare","large"
"1214","13991",35,6,142.661666666667,"very recent","frequent","small"
"1215","13992",53,1,76.8,"recent","very rare","small"
"1216","13993",65,9,385.151111111111,"recent","frequent","large"
"1217","13994",26,6,385.523333333333,"very recent","frequent","large"
"1218","13995",38,5,278.738,"very recent","frequent","medium"
"1219","13999",33,12,325.150833333333,"very recent","very frequent","large"
"1220","14000",234,1,635.66,"oldest","very rare","very large"
"1221","14001",68,3,681.026666666667,"recent","rare","very large"
"1222","14002",157,2,264.865,"old","rare","medium"
"1223","14004",66,7,654.662857142857,"recent","frequent","very large"
"1224","14005",32,5,574.944,"very recent","frequent","very large"
"1225","14006",138,3,320.73,"old","rare","large"
"1226","14009",221,2,347.805,"oldest","rare","large"
"1227","14012",300,1,328.8,"oldest","very rare","large"
"1228","14013",133,3,157.673333333333,"old","rare","small"
"1229","14014",100,1,505.18,"old","very rare","very large"
"1230","14015",75,1,917.34,"old","very rare","very large"
"1231","14016",184,4,1085.3025,"oldest","frequent","very large"
"1232","14019",69,3,473.87,"recent","rare","very large"
"1233","14020",39,2,321.4,"very recent","rare","large"
"1234","14021",178,3,210.633333333333,"oldest","rare","medium"
"1235","14022",248,1,440,"oldest","very rare","very large"
"1236","14023",30,2,292.035,"very recent","rare","medium"
"1237","14024",144,2,163.85,"old","rare","small"
"1238","14027",83,1,104.82,"old","very rare","small"
"1239","14029",86,2,233.83,"old","rare","medium"
"1240","14030",41,8,295.01125,"recent","frequent","large"
"1241","14031",30,19,909.834736842105,"very recent","very frequent","very large"
"1242","14032",25,11,270.508181818182,"very recent","very frequent","medium"
"1243","14034",45,3,217.273333333333,"recent","rare","medium"
"1244","14035",51,5,285.604,"recent","frequent","medium"
"1245","14036",307,1,626.65,"oldest","very rare","very large"
"1246","14037",199,2,73.6,"oldest","rare","small"
"1247","14038",101,3,520.126666666667,"old","rare","very large"
"1248","14039",56,1,152.2,"recent","very rare","small"
"1249","14040",63,12,301.243333333333,"recent","very frequent","large"
"1250","14041",289,1,141.41,"oldest","very rare","small"
"1251","14044",49,4,163.205,"recent","frequent","small"
"1252","14045",132,4,414.9375,"old","frequent","large"
"1253","14046",307,1,154.99,"oldest","very rare","small"
"1254","14047",31,5,261.722,"very recent","frequent","medium"
"1255","14048",328,1,409.93,"oldest","very rare","large"
"1256","14049",39,4,1420.43,"very recent","frequent","very large"
"1257","14050",54,2,373.18,"recent","rare","large"
"1258","14051",23,23,678.712608695652,"very recent","very frequent","very large"
"1259","14052",42,1,225.36,"recent","very rare","medium"
"1260","14053",147,2,130.125,"old","rare","small"
"1261","14054",88,1,92.46,"old","very rare","small"
"1262","14055",129,1,725.64,"old","very rare","very large"
"1263","14056",24,23,357.158695652174,"very recent","very frequent","large"
"1264","14057",46,17,365.762352941176,"recent","very frequent","large"
"1265","14059",289,1,183.6,"oldest","very rare","medium"
"1266","14060",27,19,323.18,"very recent","very frequent","large"
"1267","14062",32,12,872.070833333333,"very recent","very frequent","very large"
"1268","14064",52,5,270.748,"recent","frequent","medium"
"1269","14066",289,1,152.55,"oldest","very rare","small"
"1270","14067",86,2,187.35,"old","rare","medium"
"1271","14068",343,1,265.85,"oldest","very rare","medium"
"1272","14071",26,8,179.8525,"very recent","frequent","medium"
"1273","14073",55,1,151.04,"recent","very rare","small"
"1274","14075",27,3,314.086666666667,"very recent","rare","large"
"1275","14076",152,1,122.47,"old","very rare","small"
"1276","14077",63,5,99.884,"recent","frequent","small"
"1277","14078",124,6,174.895,"old","frequent","small"
"1278","14079",147,1,375.1,"old","very rare","large"
"1279","14080",55,1,45.6,"recent","very rare","small"
"1280","14081",325,2,467.26,"oldest","rare","very large"
"1281","14082",387,1,182.25,"oldest","very rare","medium"
"1282","14083",27,9,113.158888888889,"very recent","frequent","small"
"1283","14085",25,18,247.141111111111,"very recent","very frequent","medium"
"1284","14087",25,1,194.42,"very recent","very rare","medium"
"1285","14088",33,13,3883.98538461538,"very recent","very frequent","very large"
"1286","14089",79,1,161,"old","very rare","small"
"1287","14090",347,1,76.32,"oldest","very rare","small"
"1288","14092",30,14,291.207857142857,"very recent","very frequent","medium"
"1289","14093",35,1,442.85,"very recent","very rare","very large"
"1290","14096",27,17,3833.22294117647,"very recent","very frequent","very large"
"1291","14098",59,1,147.35,"recent","very rare","small"
"1292","14099",39,11,282.197272727273,"very recent","very frequent","medium"
"1293","14100",160,1,194.9,"old","very rare","medium"
"1294","14101",96,6,996.131666666667,"old","frequent","very large"
"1295","14102",28,5,272.056,"very recent","frequent","medium"
"1296","14104",177,2,108.105,"oldest","rare","small"
"1297","14105",262,1,1266.23,"oldest","very rare","very large"
"1298","14107",74,7,386.175714285714,"old","frequent","large"
"1299","14108",53,2,298.955,"recent","rare","large"
"1300","14109",95,1,144.2,"old","very rare","small"
"1301","14110",26,12,473.595833333333,"very recent","very frequent","very large"
"1302","14111",37,4,173.2125,"very recent","frequent","small"
"1303","14112",45,7,416.45,"recent","frequent","large"
"1304","14113",26,4,460.105,"very recent","frequent","very large"
"1305","14114",296,2,193.265,"oldest","rare","medium"
"1306","14116",42,5,276.548,"recent","frequent","medium"
"1307","14117",166,1,90,"oldest","very rare","small"
"1308","14121",26,4,695.0375,"very recent","frequent","very large"
"1309","14124",107,1,419.58,"old","very rare","large"
"1310","14125",33,3,913.476666666667,"very recent","rare","very large"
"1311","14126",30,3,235.376666666667,"very recent","rare","medium"
"1312","14127",145,3,236.57,"old","rare","medium"
"1313","14128",83,2,318.75,"old","rare","large"
"1314","14129",24,5,224.772,"very recent","frequent","medium"
"1315","14130",342,1,483.86,"oldest","very rare","very large"
"1316","14132",25,11,326.002727272727,"very recent","very frequent","large"
"1317","14133",152,3,201.88,"old","rare","medium"
"1318","14135",24,15,312.687333333333,"very recent","very frequent","large"
"1319","14138",24,2,491.19,"very recent","rare","very large"
"1320","14139",69,1,415.82,"recent","very rare","large"
"1321","14140",26,2,467.525,"very recent","rare","very large"
"1322","14141",25,4,228.7825,"very recent","frequent","medium"
"1323","14142",396,1,311.81,"oldest","very rare","large"
"1324","14143",156,1,115.8,"old","very rare","small"
"1325","14145",69,4,935.55,"recent","frequent","very large"
"1326","14146",31,5,838.2,"very recent","frequent","very large"
"1327","14147",101,2,241.7,"old","rare","medium"
"1328","14148",256,1,157.2,"oldest","very rare","small"
"1329","14149",243,1,446.62,"oldest","very rare","very large"
"1330","14150",58,2,329.32,"recent","rare","large"
"1331","14152",98,2,310.645,"old","rare","large"
"1332","14154",262,2,672.81,"oldest","rare","very large"
"1333","14155",289,1,118.75,"oldest","very rare","small"
"1334","14156",32,55,2134.17509090909,"very recent","very frequent","very large"
"1335","14157",42,2,216.44,"recent","rare","medium"
"1336","14158",63,1,507.66,"recent","very rare","very large"
"1337","14159",42,11,426.637272727273,"recent","very frequent","large"
"1338","14161",238,3,370.173333333333,"oldest","rare","large"
"1339","14162",196,2,144.68,"oldest","rare","small"
"1340","14163",110,4,611.4775,"old","frequent","very large"
"1341","14164",93,2,815.885,"old","rare","very large"
"1342","14165",298,1,122.54,"oldest","very rare","small"
"1343","14167",62,4,143.71,"recent","frequent","small"
"1344","14171",121,1,363.79,"old","very rare","large"
"1345","14173",33,4,112.71,"very recent","frequent","small"
"1346","14174",56,1,134.46,"recent","very rare","small"
"1347","14175",82,3,1074.1,"old","rare","very large"
"1348","14176",320,4,144.225,"oldest","frequent","small"
"1349","14177",109,4,139.8525,"old","frequent","small"
"1350","14178",31,7,231.561428571429,"very recent","frequent","medium"
"1351","14179",63,2,359.89,"recent","rare","large"
"1352","14180",33,25,189.9408,"very recent","very frequent","medium"
"1353","14184",89,1,452.89,"old","very rare","very large"
"1354","14185",354,1,197.65,"oldest","very rare","medium"
"1355","14188",53,6,342.393333333333,"recent","frequent","large"
"1356","14189",25,15,310.272,"very recent","very frequent","large"
"1357","14191",24,13,360.366153846154,"very recent","very frequent","large"
"1358","14193",90,2,426.695,"old","rare","large"
"1359","14194",27,21,540.453333333333,"very recent","very frequent","very large"
"1360","14195",224,2,506,"oldest","rare","very large"
"1361","14196",129,1,335.52,"old","very rare","large"
"1362","14198",41,4,175.35,"recent","frequent","small"
"1363","14199",241,1,185.4,"oldest","very rare","medium"
"1364","14201",83,7,106.777142857143,"old","frequent","small"
"1365","14204",25,1,161.03,"very recent","very rare","small"
"1366","14205",39,2,233.35,"very recent","rare","medium"
"1367","14206",262,1,328.16,"oldest","very rare","large"
"1368","14208",117,1,151.74,"old","very rare","small"
"1369","14209",33,6,345.571666666667,"very recent","frequent","large"
"1370","14210",128,6,317.64,"old","frequent","large"
"1371","14211",76,9,249.011111111111,"old","frequent","medium"
"1372","14212",112,1,1070.48,"old","very rare","very large"
"1373","14214",53,5,200.876,"recent","frequent","medium"
"1374","14215",34,6,298.286666666667,"very recent","frequent","large"
"1375","14216",26,4,459.825,"very recent","frequent","very large"
"1376","14217",24,17,117.94,"very recent","very frequent","small"
"1377","14218",65,1,169.48,"recent","very rare","small"
"1378","14219",27,1,89.94,"very recent","very rare","small"
"1379","14220",270,2,316.2,"oldest","rare","large"
"1380","14221",65,9,381.422222222222,"recent","frequent","large"
"1381","14222",200,1,683.17,"oldest","very rare","very large"
"1382","14223",115,3,330.376666666667,"old","rare","large"
"1383","14224",133,4,262.53,"old","frequent","medium"
"1384","14226",51,5,446.438,"recent","frequent","very large"
"1385","14227",49,10,335.096,"recent","frequent","large"
"1386","14229",74,3,515.733333333333,"old","rare","very large"
"1387","14231",206,3,308.57,"oldest","rare","large"
"1388","14232",65,5,409.614,"recent","frequent","large"
"1389","14233",72,4,365.68,"recent","frequent","large"
"1390","14234",45,4,193.865,"recent","frequent","medium"
"1391","14235",98,5,628.972,"old","frequent","very large"
"1392","14236",103,2,245.43,"old","rare","medium"
"1393","14237",396,1,161,"oldest","very rare","small"
"1394","14238",349,1,146.85,"oldest","very rare","small"
"1395","14239",66,11,216.440909090909,"recent","very frequent","medium"
"1396","14240",53,2,445.17,"recent","rare","very large"
"1397","14241",206,1,213.7,"oldest","very rare","medium"
"1398","14242",257,2,140.275,"oldest","rare","small"
"1399","14243",31,10,258.877,"very recent","frequent","medium"
"1400","14245",242,2,846.725,"oldest","rare","very large"
"1401","14246",133,3,491.353333333333,"old","rare","very large"
"1402","14247",301,1,136.77,"oldest","very rare","small"
"1403","14248",341,1,302.58,"oldest","very rare","large"
"1404","14250",30,3,634.683333333333,"very recent","rare","very large"
"1405","14251",24,5,575.94,"very recent","frequent","very large"
"1406","14256",283,2,484.53,"oldest","rare","very large"
"1407","14257",87,5,619.944,"old","frequent","very large"
"1408","14258",32,9,1407.77555555556,"very recent","frequent","very large"
"1409","14259",164,1,120,"old","very rare","small"
"1410","14261",73,2,581.725,"recent","rare","very large"
"1411","14262",31,8,327.27875,"very recent","frequent","large"
"1412","14264",177,2,166.985,"oldest","rare","small"
"1413","14265",132,2,265.09,"old","rare","medium"
"1414","14267",185,3,505.413333333333,"oldest","rare","very large"
"1415","14270",354,1,492.65,"oldest","very rare","very large"
"1416","14271",248,1,112.32,"oldest","very rare","small"
"1417","14272",96,2,218.98,"old","rare","medium"
"1418","14273",74,4,139.9925,"old","frequent","small"
"1419","14276",121,3,373.246666666667,"old","rare","large"
"1420","14277",38,3,1405.4,"very recent","rare","very large"
"1421","14280",219,1,134.04,"oldest","very rare","small"
"1422","14282",26,15,248.622666666667,"very recent","very frequent","medium"
"1423","14284",53,2,297.625,"recent","rare","large"
"1424","14285",44,4,477.5025,"recent","frequent","very large"
"1425","14286",46,3,1542.91666666667,"recent","rare","very large"
"1426","14287",31,3,58.8766666666667,"very recent","rare","small"
"1427","14288",236,1,426.6,"oldest","very rare","large"
"1428","14289",31,6,151.876666666667,"very recent","frequent","small"
"1429","14290",34,5,462.93,"very recent","frequent","very large"
"1430","14291",24,11,353.022727272727,"very recent","very frequent","large"
"1431","14292",30,9,541.325555555556,"very recent","frequent","very large"
"1432","14293",26,4,261.64,"very recent","frequent","medium"
"1433","14295",63,1,166.2,"recent","very rare","small"
"1434","14297",40,4,326.3325,"very recent","frequent","large"
"1435","14298",31,44,1171.075,"very recent","very frequent","very large"
"1436","14299",31,9,440.624444444444,"very recent","frequent","very large"
"1437","14300",41,1,43.2,"recent","very rare","small"
"1438","14301",140,1,640.14,"old","very rare","very large"
"1439","14304",245,1,383.45,"oldest","very rare","large"
"1440","14305",94,3,619.653333333333,"old","rare","very large"
"1441","14306",74,2,1046.66,"old","rare","very large"
"1442","14307",111,6,499.286666666667,"old","frequent","very large"
"1443","14309",31,9,261.392222222222,"very recent","frequent","medium"
"1444","14311",265,1,310.26,"oldest","very rare","large"
"1445","14312",69,6,268.598333333333,"recent","frequent","medium"
"1446","14314",129,1,120,"old","very rare","small"
"1447","14315",67,6,413.521666666667,"recent","frequent","large"
"1448","14317",87,1,508.58,"old","very rare","very large"
"1449","14320",229,2,238.895,"oldest","rare","medium"
"1450","14321",33,5,306.15,"very recent","frequent","large"
"1451","14323",137,2,302.53,"old","rare","large"
"1452","14326",265,1,183.85,"oldest","very rare","medium"
"1453","14327",186,1,311.65,"oldest","very rare","large"
"1454","14329",40,7,716.405714285714,"very recent","frequent","very large"
"1455","14331",147,2,231.33,"old","rare","medium"
"1456","14332",45,3,288.77,"recent","rare","medium"
"1457","14333",90,1,415.2,"old","very rare","large"
"1458","14334",39,8,319.02625,"very recent","frequent","large"
"1459","14335",39,2,234.13,"very recent","rare","medium"
"1460","14336",39,4,403.7275,"very recent","frequent","large"
"1461","14338",184,2,294.11,"oldest","rare","large"
"1462","14339",265,1,309.52,"oldest","very rare","large"
"1463","14340",241,1,134.7,"oldest","very rare","small"
"1464","14341",68,8,272.785,"recent","frequent","medium"
"1465","14342",44,4,167.14,"recent","frequent","small"
"1466","14344",150,8,111.24125,"old","frequent","small"
"1467","14345",61,1,108.98,"recent","very rare","small"
"1468","14346",143,2,510.79,"old","rare","very large"
"1469","14348",283,1,409.57,"oldest","very rare","large"
"1470","14349",33,1,133.5,"very recent","very rare","small"
"1471","14350",297,1,282.93,"oldest","very rare","medium"
"1472","14351",187,1,51,"oldest","very rare","small"
"1473","14352",180,4,269.74,"oldest","frequent","medium"
"1474","14353",238,1,90.6,"oldest","very rare","small"
"1475","14354",28,2,81.81,"very recent","rare","small"
"1476","14355",388,1,174.4,"oldest","very rare","small"
"1477","14356",102,2,350.615,"old","rare","large"
"1478","14357",66,1,225.77,"recent","very rare","medium"
"1479","14359",42,3,304.06,"recent","rare","large"
"1480","14360",54,4,532.0575,"recent","frequent","very large"
"1481","14362",45,1,161.2,"recent","very rare","small"
"1482","14364",131,8,464.66875,"old","frequent","very large"
"1483","14367",31,16,578.845,"very recent","very frequent","very large"
"1484","14368",342,1,155,"oldest","very rare","small"
"1485","14371",318,1,100.5,"oldest","very rare","small"
"1486","14373",381,1,76.55,"oldest","very rare","small"
"1487","14375",208,1,257.68,"oldest","very rare","medium"
"1488","14377",214,2,308.525,"oldest","rare","large"
"1489","14379",67,2,174.05,"recent","rare","small"
"1490","14381",75,1,202.68,"old","very rare","medium"
"1491","14382",49,1,626.07,"recent","very rare","very large"
"1492","14383",61,3,415.896666666667,"recent","rare","large"
"1493","14385",32,3,67.37,"very recent","rare","small"
"1494","14386",319,1,142.4,"oldest","very rare","small"
"1495","14387",55,3,590.186666666667,"recent","rare","very large"
"1496","14388",33,8,401.605,"very recent","frequent","large"
"1497","14389",88,2,521.73,"old","rare","very large"
